# t [yrs], x [au], y [au], vx [au/yrs], vy [au/yrs]
8.300000000000000711e-01,8.831969347308977758e-01,4.520595510396792638e-01,-2.968205009234414327e+00,5.593885104347190662e+00
8.399999999999999689e-01,8.517488617192353617e-01,5.070464856623436711e-01,-3.319451399630707122e+00,5.399703639950153011e+00
8.499999999999999778e-01,8.168496156820256315e-01,5.599787993002989239e-01,-3.658188923330143449e+00,5.183082990330982298e+00
8.599999999999999867e-01,7.786317404522153929e-01,6.106359405740352519e-01,-3.982933687907950215e+00,4.944808854946972865e+00
8.699999999999999956e-01,7.372423908023106875e-01,6.588057401694935589e-01,-4.292248766265730708e+00,4.685771593412138891e+00
8.800000000000000044e-01,6.928428217717353954e-01,7.042854455987875850e-01,-4.584752393006148452e+00,4.406963735079054700e+00
8.900000000000000133e-01,6.456077963813903198e-01,7.468827273662750343e-01,-4.859126077896721796e+00,4.109476748685966463e+00
9.000000000000000222e-01,5.957249129517359076e-01,7.864166491003123927e-01,-5.114122558479479608e+00,3.794497065524576218e+00
9.100000000000000311e-01,5.433938540331908484e-01,8.227185941922324774e-01,-5.348573511478786457e+00,3.463301359014079761e+00
9.200000000000000400e-01,4.888255597678609066e-01,8.556331415623090741e-01,-5.561396941533141458e+00,3.117251093511805848e+00
9.300000000000000488e-01,4.322413293162649661e-01,8.850188833519382348e-01,-5.751604166031382803e+00,2.757786365459377720e+00
9.400000000000000577e-01,3.738718547876145326e-01,9.107491776241538606e-01,-5.918306316541594114e+00,2.386419070343810844e+00
9.500000000000000666e-01,3.139561928925771461e-01,9.327128295409101710e-01,-6.060720280518452796e+00,2.004725439217863947e+00
9.599999999999999645e-01,2.527406802784021855e-01,9.508146949729632258e-01,-6.178174011659111287e+00,1.614337998436761623e+00
9.699999999999999734e-01,1.904777991931220493e-01,9.649762010819572522e-01,-6.270111143404903942e+00,1.216937015590981996e+00
9.799999999999999822e-01,1.274250007442316590e-01,9.751357790873987907e-01,-6.336094847570479693e+00,8.142415031152328009e-01
9.899999999999999911e-01,6.384349355482023258e-02,9.812492051842580665e-01,-6.375810888796668685e+00,4.079998585143373435e-01
1.000000000000000000e+00,-2.993934925282770720e-06,9.832898463985721982e-01,-6.389069835303795131e+00,-1.977362806449001198e-05
